ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,VICTIMA,ACUSADO,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,CALLE,CRUCE,LATITUD,LONGITUD,DIA_SEMANA
2021-0018,1,2021-02-20,2021,2,20,19,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,PEATON,AUTO,PEATON,MASCULINO,36,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL",-58.41047268,-34.60793518,Saturday
2021-0019,1,2021-02-21,2021,2,21,1,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.",-58.49659234,-34.56353635,Sunday
2021-0020,1,2021-02-21,2021,2,21,15,POTOSI Y GASCON,CALLE,PEATON,CARGAS,PEATON,FEMENINO,,POTOSI,GASCON,-58.42462955,-34.60727189,Sunday
2021-0021,1,2021-02-26,2021,2,26,5,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,39,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,-58.41168345,-34.61185625,Friday
2021-0022,1,2021-02-28,2021,2,28,12,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,PASAJEROS,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,68,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,-58.45157681,-34.55217303,Sunday
2021-0023,1,2021-03-01,2021,3,1,9,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,AUTOPISTA BUENOS AIRES - LA PLATA,,,,Monday
2021-0024,1,2021-03-03,2021,3,3,16,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,BICICLETA,CARGAS,CICLISTA,MASCULINO,5,"PERON, EVA AV.",PIEDRA BUENA AV.,-58.49573651,-34.67006054,Wednesday
2021-0025,1,2021-03-11,2021,3,11,3,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",GRAL PAZ,MOTO,OTRO,CONDUCTOR,MASCULINO,37,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,-58.48695354,-34.68795245,Thursday
2021-0026,1,2021-03-15,2021,3,15,2,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37562539,-34.64449357,Monday
2021-0027,1,2021-03-16,2021,3,16,15,"PAZ, GRAL. AV. y DONADO",GRAL PAZ,MOTO,CARGAS,CONDUCTOR,FEMENINO,19,"PAZ, GRAL. AV.",DONADO,-58.49491054,-34.54795581,Tuesday
2021-0028,1,2021-03-29,2021,3,29,17,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,,COREA AV.,"TORRES Y TENORIO, PRES.",-58.44147621,-34.64357704,Monday
2021-0029,1,2021-03-31,2021,3,31,18,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,26,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,-58.46899119,-34.63215432,Wednesday
2021-0030,1,2021-04-03,2021,4,3,18,FINOCHIETTO ENRIQUE DR. 1623,CALLE,PEATON,PASAJEROS,PEATON,MASCULINO,36,FINOCHIETTO ENRIQUE DR.,,-58.38685612,-34.63455776,Saturday
2021-0031,1,2021-04-07,2021,4,7,10,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,68,9 DE JULIO AV.,INDEPENDENCIA AV.,-58.38113667,-34.61765323,Wednesday
2021-0032,1,2021-04-10,2021,4,10,19,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,PEATON,MOTO,PEATON,MASCULINO,60,"CANTILO, INT.","GUIRALDES, INT.",-58.44112678,-34.54538956,Saturday
2021-0033,1,2021-04-14,2021,4,14,17,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,33,AUTOPISTA 25 DE MAYO,,-58.41595919,-34.62743346,Wednesday
2021-0034,1,2021-04-19,2021,4,19,14,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,26,"ALCORTA, AMANCIO AV.",ZAVALETA,-58.40184094,-34.64546845,Monday
2021-0035,1,2021-05-03,2021,5,3,9,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,"JANER, ANA MARIA",LAFUENTE AV.,-58.44642231,-34.65679806,Monday
2021-0036,1,2021-05-09,2021,5,9,6,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",GRAL PAZ,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,-58.52340614,-34.59798754,Sunday
2021-0037,1,2021-05-11,2021,5,11,7,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,58,MONROE,"BALBIN, RICARDO, DR. AV.",-58.46649069,-34.56219075,Tuesday
2021-0038,1,2021-05-14,2021,5,14,11,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,MOTO,CARGAS,CONDUCTOR,FEMENINO,44,"JUSTO, JUAN B. AV.",SANTA FE AV.,-58.42653328,-34.57816791,Friday
2021-0039,1,2021-05-15,2021,5,15,12,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,BICICLETA,AUTO,CICLISTA,MASCULINO,86,OLIDEN,"ALBERDI, JUAN BAUTISTA AV.",-58.50407099,-34.65303372,Saturday
2021-0040,1,2021-05-20,2021,5,20,5,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,MOTO,AUTO,CONDUCTOR,MASCULINO,27,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,-58.46743471,-34.53476874,Thursday
2021-0041,1,2021-05-20,2021,5,20,8,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,75,DEL LIBERTADOR AV.,CASARES AV.,-58.40986646,-34.5772806,Thursday
2021-0042,1,2021-05-21,2021,5,21,5,RIVADAVIA AV. 10900,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,39,RIVADAVIA AV.,,-58.51739138,-34.63931792,Friday
2021-0043,1,2021-05-22,2021,5,22,18,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,PEATON,AUTO,PEATON,MASCULINO,50,"ALBERDI, JUAN BAUTISTA AV.",PILAR,-58.50719962,-34.65556223,Saturday
2021-0044,1,2021-05-25,2021,5,25,2,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,"PERON, EVA AV.","ACOSTA, MARIANO",-58.46712311,-34.64600222,Tuesday
2021-0045,1,2021-05-26,2021,5,26,17,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,22,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37709334,-34.64035082,Wednesday
2021-0046,1,2021-05-31,2021,5,31,2,EL CANO AV. Y GUZMAN AV.,AVENIDA,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,20,ELCANO AV.,GUZMAN AV.,-58.46033141,-34.58569883,Monday
2021-0047,1,2021-06-02,2021,6,2,16,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,59,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.",-58.42190745,-34.65633192,Wednesday
2021-0048,1,2021-06-03,2021,6,3,9,CAPDEVILLA Y CONGRESO AV.,AVENIDA,BICICLETA,AUTO,CICLISTA,MASCULINO,44,CAPDEVILA,CONGRESO AV.,-58.49026573,-34.5698141,Thursday
2021-0049,1,2021-06-03,2021,6,3,20,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,74,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,-58.45410344,-34.66902702,Thursday
2021-0050,1,2021-06-10,2021,6,10,13,DEL LIBERTADOR AV. 5958,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,56,DEL LIBERTADOR AV.,,-58.44751621,-34.55719892,Thursday
2021-0051,1,2021-06-15,2021,6,15,19,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,73,27 DE FEBRERO AV.,EREZCANO AV.,-58.42040352,-34.66005171,Tuesday
2021-0052,1,2021-06-20,2021,6,20,5,"PAZ, GRAL. AV. 14723",GRAL PAZ,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,19,"PAZ, GRAL. AV.",,-58.49530249,-34.68010798,Sunday
2021-0053,1,2021-06-20,2021,6,20,12,CORRIENTES AV. 5783,AVENIDA,PEATON,BICICLETA,PEATON,MASCULINO,58,CORRIENTES AV.,,-58.44399875,-34.5947736,Sunday
2021-0054,1,2021-06-22,2021,6,22,14,TABARE Y EREZCANO,CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,TABARE,EREZCANO,-58.42759813,-34.65463857,Tuesday
2021-0055,1,2021-06-29,2021,6,29,12,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,47,CORRIENTES AV.,PUEYRREDON AV.,-58.40547222,-34.60456293,Tuesday
2021-0056,1,2021-07-09,2021,7,9,23,"CORRALES Y MORENO, PERITO AV.",AVENIDA,BICICLETA,AUTO,CICLISTA,MASCULINO,60,CORRALES,"MORENO, PERITO AV.",-58.42473018,-34.6500828,Friday
2021-0057,1,2021-07-10,2021,7,10,23,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,46,AUTOPISTA ARTURO ILLIA,,-58.39257023,-34.57563957,Saturday
2021-0058,1,2021-07-21,2021,7,21,0,AV. GRAL. PAZ Y VEDIA,GRAL PAZ,PEATON,AUTO,PEATON,MASCULINO,24,"PAZ, GRAL. AV.",VEDIA,-58.48941042,-34.54596153,Wednesday
2021-0059,1,2021-07-22,2021,7,22,1,"GARAY, JUAN DE AV. 2269",AVENIDA,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,44,"GARAY, JUAN DE AV.",,-58.3964074,-34.62783085,Thursday
2021-0060,1,2021-07-22,2021,7,22,12,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,80,"SALGUERO, JERONIMO",RIVADAVIA AV.,-58.41971993,-34.6111224,Thursday
2021-0061,1,2021-07-24,2021,7,24,9,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,55,"MORENO, PERITO AV.","ALCORTA, AMANCIO AV.",-58.40544588,-34.65012801,Saturday
2021-0062,1,2021-07-27,2021,7,27,7,LA PLATA AV. 2723,AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,LA PLATA AV.,,-58.42003882,-34.64645957,Tuesday
2021-0063,1,2021-08-02,2021,8,2,4,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,31,"ALBERDI, JUAN BAUTISTA AV.",,-58.46851293,-34.63348678,Monday
2021-0064,1,2021-08-02,2021,8,2,20,"PAZ, GRAL. AV. Y TONELERO",GRAL PAZ,PEATON,CARGAS,PEATON,MASCULINO,37,"PAZ, GRAL. AV.",TONELERO,-58.52931141,-34.65422917,Monday
2021-0065,1,2021-08-06,2021,8,6,8,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,63,SAN JUAN AV.,LA PLATA AV.,-58.42675754,-34.6269973,Friday
2021-0066,1,2021-08-06,2021,8,6,20,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,59,LOPE DE VEGA AV.,"PAZ, GRAL. AV.",-58.52933723,-34.61098186,Friday
2021-0067,1,2021-08-08,2021,8,8,9,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37910943,-34.62764718,Sunday
2021-0068,1,2021-08-15,2021,8,15,6,"BEIRO, FRANCISCO AV. 5071",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,39,"BEIRO, FRANCISCO AV.",,-58.52161176,-34.61164474,Sunday
2021-0069,1,2021-08-20,2021,8,20,17,AV. SANTA FE 3428,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,17,SANTA FE AV.,,-58.41354692,-34.5869768,Friday
2021-0070,1,2021-08-28,2021,8,28,8,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,"CHILAVERT, MARTINIANO, CORONEL",VARELA AV.,-58.43960781,-34.65470804,Saturday
2021-0071,1,2021-08-31,2021,8,31,16,SAN LUIS 2730,CALLE,PEATON,MOTO,PEATON,MASCULINO,88,SAN LUIS,,-58.4045461,-34.60003693,Tuesday
2021-0072,1,2021-09-01,2021,9,1,19,CALLAO AV. Y PARAGUAY,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,57,CALLAO AV.,PARAGUAY,-58.39303911,-34.59871111,Wednesday
2021-0073,1,2021-09-18,2021,9,18,12,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,BICICLETA,AUTO,CICLISTA,FEMENINO,76,DEL LIBERTADOR AV.,"AGOTE, LUIS DR.",-58.39391034,-34.58405348,Saturday
2021-0074,1,2021-09-20,2021,9,20,15,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",GRAL PAZ,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,55,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",-58.5007381,-34.5497951,Monday
2021-0075,1,2021-09-21,2021,9,21,14,SALTA Y BRASIL,CALLE,PEATON,CARGAS,PEATON,MASCULINO,65,SALTA,BRASIL,-58.38281301,-34.62786038,Tuesday
2021-0076,1,2021-10-16,2021,10,16,6,"MORENO, PERITO AV. 2152",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,"MORENO, PERITO AV.",,-58.43980799,-34.65094083,Saturday
2021-0077,1,2021-10-18,2021,10,18,7,DIRECTORIO AV. 1169,AVENIDA,MOTO,CARGAS,CONDUCTOR,FEMENINO,31,DIRECTORIO AV.,,-58.44402387,-34.62933109,Monday
2021-0078,1,2021-10-23,2021,10,23,6,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,22,INDEPENDENCIA AV.,LA PLATA AV.,-58.42779702,-34.62207347,Saturday
2021-0079,1,2021-10-25,2021,10,25,3,TUCUMAN 3112,CALLE,PEATON,AUTO,PEATON,MASCULINO,,TUCUMAN,,-58.40944147,-34.60097942,Monday
2021-0080,1,2021-10-28,2021,10,28,16,ARENALES Y 9 DE JULIO AV.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,32,ARENALES,9 DE JULIO AV.,-58.38277479,-34.5943016,Thursday
2021-0081,1,2021-11-02,2021,11,2,13,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37627355,-34.63800916,Tuesday
2021-0082,1,2021-11-06,2021,11,6,4,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,MOTO,AUTO,CONDUCTOR,MASCULINO,38,AUTOPISTA 25 DE MAYO,,-58.39591856,-34.62453459,Saturday
2021-0083,1,2021-11-09,2021,11,9,0,CABILDO AV. Y OLAZABAL,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,30,CABILDO AV.,OLAZABAL,-58.45829717,-34.56015762,Tuesday
2021-0084,1,2021-11-11,2021,11,11,3,TAPALQUE Y BRUIX AV.,AVENIDA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,TAPALQUE,BRUIX AV.,-58.49142611,-34.64584795,Thursday
2021-0085,1,2021-11-20,2021,11,20,18,"PAZ, GRAL. AV. Y EZEIZA",GRAL PAZ,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,49,"PAZ, GRAL. AV.",EZEIZA,-58.51271409,-34.57786555,Saturday
2021-0086,1,2021-11-25,2021,11,25,10,RIVADAVIA AV. Y PUAN,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,75,RIVADAVIA AV.,PUAN,-58.44864864,-34.62352826,Thursday
2021-0087,1,2021-11-27,2021,11,27,11,ESMERALDA 1359,CALLE,PEATON,BICICLETA,PEATON,FEMENINO,73,ESMERALDA,,-58.37795815,-34.59167894,Saturday
2021-0088,1,2021-12-01,2021,12,1,15,AV. MOROE Y 3 DE FEBRERO,CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,45,MONROE,3 DE FEBRERO,-58.45531707,-34.55555257,Wednesday
2021-0089,1,2021-12-02,2021,12,2,1,AV. GAONA 3655,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,41,GAONA AV.,,-58.47633683,-34.62140594,Thursday
2021-0090,1,2021-12-10,2021,12,10,11,AV. 9 DE JULIO Y LAVALLE,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,73,9 DE JULIO AV.,LAVALLE,-58.38188582,-34.60256036,Friday
2021-0091,1,2021-12-11,2021,12,11,23,BAIGORRIA Y VICTOR HUGO,CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,24,BAIGORRIA,"HUGO, VICTOR",-58.51989389,-34.62284918,Saturday
2021-0092,1,2021-12-12,2021,12,12,6,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,50,RIVADAVIA AV.,PUEYRREDON AV.,-58.4059686,-34.61011987,Sunday
2021-0093,1,2021-12-13,2021,12,13,17,AV. RIESTRA Y MOM,AVENIDA,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,18,RIESTRA AV.,MOM,-58.43353773,-34.64561636,Monday
2021-0094,1,2021-12-20,2021,12,20,1,AU DELLEPIANE Y LACARRA,AUTOPISTA,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,43,"DELLEPIANE, LUIS, TTE. GRAL.",LACARRA AV.,-58.46739825,-34.65117757,Monday
2021-0095,1,2021-12-30,2021,12,30,0,AV. GAONA Y TERRADA,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,GAONA AV.,TERRADA,-58.47293407,-34.61984745,Thursday
2021-0096,1,2021-12-15,2021,12,15,10,AV. EVA PERON 4071,AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,"PERON, EVA AV.",,-58.47066794,-34.65021673,Wednesday
2021-0097,1,2021-11-18,2021,11,18,6,PADRE CARLOS MUJICA 709,CALLE,BICICLETA,AUTO,CICLISTA,MASCULINO,53,PADRE CARLOS MUJICA,,-58.37976155,-34.58679619,Thursday
